Gender,Job Satisfaction,Salary (USD),Highest Level of Education,Company Size,Codes as a Hobby,Meals Skipped per Week,Hours at a Computer per Day,Hours Outside per Day,Contributes to Open Source Projects,Age,RaceEthnicity,Number of Monitors used,Considers Ethics to be an Important Consideration,Exercise per Week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,More than 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,> 4 times per week
Male,Neutral,> $150000,Graduate Degree,"1,000 or more employees",Yes,More than 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,East Asian,2,Depends on what it is,1-4 times per week
Male,Dissatisfied,"$51,000 - $100,000",No College Degree,Fewer than 100 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,2,No,> 4 times per week
Male,Satisfied,> $150000,Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,45 years or older,White or of European descent,2,No,> 4 times per week
Male,Neutral,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,2,No,> 4 times per week
Female,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,No,Never,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,Hispanic or Latino/Latina;White or of European descent,2,No,> 4 times per week
Non Binary,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,2,No,> 4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,Never,Less than 9 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,1-4 times per week
Female,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,No,0 - 24 years old,White or of European descent,1,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Over 12 hours,1 - 2 hours,Yes,45 years or older,White or of European descent,2,No,I don't typically exercise
Non Binary,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,1 - 2 times per week,Less than 9 hours,> 2 hours,No,25 - 34 years old,White or of European descent,3 or more,No,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Dissatisfied,> $150000,Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,Never,Over 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,> 4 times per week
Male,Dissatisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",No,Never,Less than 9 hours,30 - 59 minutes,No,45 years or older,Black or of African descent,3 or more,No,1-4 times per week
Male,Neutral,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,More than 2 times per week,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,1,Depends on what it is,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,No,0 - 24 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,1 - 2 hours,No,0 - 24 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Neutral,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Neutral,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,> 2 hours,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,Less than 9 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,1 - 2 hours,No,0 - 24 years old,White or of European descent,2,No,I don't typically exercise
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,1 - 2 times per week,9 - 12 hours,1 - 2 hours,Yes,0 - 24 years old,White or of European descent,1,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,2,No,> 4 times per week
Male,Satisfied,> $150000,Undergrad Degree,"1,000 or more employees",Yes,More than 2 times per week,Over 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,2,No,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",No College Degree,Fewer than 100 employees,Yes,More than 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Neutral,"$100,001 - $150,000",Undergrad Degree,"1,000 or more employees",Yes,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,1 - 2 hours,Yes,25 - 34 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,100 to 999 employees,No,Never,Less than 9 hours,Less than 30 minutes,No,25 - 34 years old,South Asian,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,No,Never,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,1 - 2 hours,No,35 - 44 years old,White or of European descent,2,No,1-4 times per week
Non Binary,Satisfied,> $150000,Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,1,No,1-4 times per week
Male,Dissatisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,No,Never,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,1,No,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",No College Degree,"1,000 or more employees",Yes,Never,Less than 9 hours,1 - 2 hours,Yes,35 - 44 years old,White or of European descent,1,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,Never,Less than 9 hours,30 - 59 minutes,No,0 - 24 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Female,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,1 - 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Female,Dissatisfied,"$100,001 - $150,000",Graduate Degree,100 to 999 employees,No,Never,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Graduate Degree,100 to 999 employees,Yes,Never,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,South Asian,3 or more,No,> 4 times per week
Female,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,1,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,Never,Over 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Over 12 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Neutral,"$51,000 - $100,000",Graduate Degree,"1,000 or more employees",Yes,Never,Over 12 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",No,Never,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,Less than 9 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",No,Never,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,South Asian,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,100 to 999 employees,Yes,Never,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,2,Depends on what it is,I don't typically exercise
Non Binary,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,Hispanic or Latino/Latina;White or of European descent,3 or more,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",No College Degree,100 to 999 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,Yes,0 - 24 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,More than 2 times per week,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,Middle Eastern;White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,9 - 12 hours,1 - 2 hours,No,35 - 44 years old,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",2,Depends on what it is,1-4 times per week
Male,Dissatisfied,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",No College Degree,Fewer than 100 employees,Yes,Never,Over 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,> $150000,Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,1 - 2 hours,Yes,25 - 34 years old,White or of European descent,1,No,1-4 times per week
Male,Satisfied,"$0-$50,000",Undergrad Degree,Fewer than 100 employees,No,Never,9 - 12 hours,Less than 30 minutes,No,0 - 24 years old,Hispanic or Latino/Latina;White or of European descent,2,No,> 4 times per week
Male,Dissatisfied,"$51,000 - $100,000",No College Degree,Fewer than 100 employees,No,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,Hispanic or Latino/Latina,2,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Graduate Degree,Fewer than 100 employees,Yes,More than 2 times per week,Over 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",No,Never,9 - 12 hours,1 - 2 hours,No,35 - 44 years old,Hispanic or Latino/Latina,3 or more,No,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,100 to 999 employees,Yes,More than 2 times per week,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Male,Neutral,"$0-$50,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Over 12 hours,Less than 30 minutes,No,0 - 24 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,Never,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,2,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,1 - 2 times per week,Over 12 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,2,Depends on what it is,I don't typically exercise
Male,Dissatisfied,> $150000,Graduate Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,1 - 2 hours,No,35 - 44 years old,White or of European descent,1,No,> 4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",No College Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,2,Depends on what it is,I don't typically exercise
Female,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,More than 2 times per week,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,East Asian,3 or more,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",No College Degree,Fewer than 100 employees,Yes,More than 2 times per week,Less than 9 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Female,Neutral,"$51,000 - $100,000",Graduate Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Neutral,> $150000,Undergrad Degree,Fewer than 100 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,Black or of African descent;White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,"1,000 or more employees",Yes,More than 2 times per week,Over 12 hours,1 - 2 hours,Yes,0 - 24 years old,White or of European descent,3 or more,Depends on what it is,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",No,More than 2 times per week,Over 12 hours,Less than 30 minutes,No,25 - 34 years old,Hispanic or Latino/Latina,2,No,I don't typically exercise
Male,Neutral,"$51,000 - $100,000",No College Degree,"1,000 or more employees",No,Never,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Neutral,> $150000,Undergrad Degree,"1,000 or more employees",Yes,More than 2 times per week,Less than 9 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,Never,Less than 9 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,1,Depends on what it is,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Graduate Degree,"1,000 or more employees",Yes,1 - 2 times per week,Over 12 hours,> 2 hours,Yes,25 - 34 years old,"Native American, Pacific Islander, or Indigenous Australian",3 or more,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",No,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Graduate Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,Depends on what it is,> 4 times per week
Female,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,I don't typically exercise
Female,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,Over 12 hours,Less than 30 minutes,Yes,35 - 44 years old,White or of European descent,1,No,I don't typically exercise
Male,Neutral,"$51,000 - $100,000",Graduate Degree,100 to 999 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,No,45 years or older,Hispanic or Latino/Latina,3 or more,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,0 - 24 years old,White or of European descent,2,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,25 - 34 years old,White or of European descent,3 or more,Depends on what it is,I don't typically exercise
Female,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,Yes,25 - 34 years old,Black or of African descent;White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,Never,Less than 9 hours,1 - 2 hours,Yes,45 years or older,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Neutral,> $150000,Undergrad Degree,"1,000 or more employees",No,Never,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,East Asian,2,No,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,1 - 2 hours,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,Less than 30 minutes,No,0 - 24 years old,White or of European descent,2,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",Graduate Degree,100 to 999 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,Black or of African descent,2,No,1-4 times per week
Non Binary,Satisfied,"$51,000 - $100,000",No College Degree,100 to 999 employees,Yes,More than 2 times per week,9 - 12 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",No College Degree,100 to 999 employees,Yes,1 - 2 times per week,Over 12 hours,1 - 2 hours,Yes,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Male,Satisfied,> $150000,Undergrad Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,No,0 - 24 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",No,Never,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,1,No,1-4 times per week
Male,Satisfied,> $150000,No College Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,1 - 2 hours,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Satisfied,> $150000,Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,Less than 30 minutes,No,45 years or older,White or of European descent,2,No,I don't typically exercise
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,100 to 999 employees,No,More than 2 times per week,Over 12 hours,1 - 2 hours,No,0 - 24 years old,White or of European descent,3 or more,Depends on what it is,1-4 times per week
Male,Neutral,"$100,001 - $150,000",Graduate Degree,100 to 999 employees,Yes,1 - 2 times per week,9 - 12 hours,1 - 2 hours,Yes,25 - 34 years old,White or of European descent,2,No,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,1 - 2 hours,Yes,25 - 34 years old,"Black or of African descent;Hispanic or Latino/Latina;Native American, Pacific Islander, or Indigenous Australian;White or of European descent",1,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,1,Depends on what it is,> 4 times per week
Male,Satisfied,> $150000,No College Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,1 - 2 hours,No,35 - 44 years old,White or of European descent,1,Depends on what it is,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,Yes,0 - 24 years old,White or of European descent,2,No,1-4 times per week
Male,Neutral,"$51,000 - $100,000",No College Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,No,25 - 34 years old,White or of European descent,3 or more,No,1-4 times per week
Female,Satisfied,"$51,000 - $100,000",Graduate Degree,Fewer than 100 employees,No,1 - 2 times per week,9 - 12 hours,30 - 59 minutes,No,25 - 34 years old,South Asian,1,No,1-4 times per week
Female,Neutral,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,More than 2 times per week,9 - 12 hours,1 - 2 hours,No,25 - 34 years old,Black or of African descent,2,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,Less than 9 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,2,No,1-4 times per week
Male,Neutral,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Dissatisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,More than 2 times per week,Less than 9 hours,1 - 2 hours,No,35 - 44 years old,White or of European descent,1,Depends on what it is,1-4 times per week
Male,Satisfied,> $150000,Undergrad Degree,100 to 999 employees,Yes,1 - 2 times per week,9 - 12 hours,Less than 30 minutes,Yes,35 - 44 years old,Hispanic or Latino/Latina,3 or more,Depends on what it is,> 4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,No,Never,Less than 9 hours,Less than 30 minutes,No,35 - 44 years old,White or of European descent,1,Depends on what it is,I don't typically exercise
Male,Dissatisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,More than 2 times per week,9 - 12 hours,30 - 59 minutes,Yes,25 - 34 years old,White or of European descent,1,No,I don't typically exercise
Male,Satisfied,> $150000,Undergrad Degree,"1,000 or more employees",Yes,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,No,> 4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,100 to 999 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,No,0 - 24 years old,White or of European descent,1,Depends on what it is,I don't typically exercise
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,30 - 59 minutes,No,0 - 24 years old,White or of European descent,2,No,1-4 times per week
Male,Satisfied,"$51,000 - $100,000",Undergrad Degree,Fewer than 100 employees,Yes,Never,9 - 12 hours,Less than 30 minutes,Yes,25 - 34 years old,White or of European descent,2,Depends on what it is,> 4 times per week
Male,Satisfied,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,Yes,35 - 44 years old,White or of European descent,2,Depends on what it is,1-4 times per week
Male,Dissatisfied,"$100,001 - $150,000",Graduate Degree,"1,000 or more employees",Yes,Never,9 - 12 hours,30 - 59 minutes,Yes,35 - 44 years old,White or of European descent,3 or more,No,1-4 times per week
Female,Neutral,"$51,000 - $100,000",Graduate Degree,100 to 999 employees,No,Never,Less than 9 hours,1 - 2 hours,No,25 - 34 years old,White or of European descent,3 or more,Depends on what it is,> 4 times per week
Male,Neutral,"$100,001 - $150,000",Undergrad Degree,Fewer than 100 employees,Yes,1 - 2 times per week,Less than 9 hours,30 - 59 minutes,No,35 - 44 years old,White or of European descent,2,No,1-4 times per week
